Date,Category,City,Units_Sold,Unit_Price,Revenue,Customer_Count,Avg_Customer_Age,Promotion,Month,Weekday,Weekday_Num,Is_Weekend,Promotion_Label
2024-01-09,Clothing,Delhi,31,44.8,1388.8,21,20.5,0,1,Tuesday,1,0,No Promotion
2024-01-09,Groceries,Chennai,99,11.95,1183.05,77,32.1,0,1,Tuesday,1,0,No Promotion
2024-01-09,Furniture,Hyderabad,0,366.85,0.0,1,2.5,0,1,Tuesday,1,0,No Promotion
2024-01-09,Toys,Mumbai,24,30.07,721.6800000000001,13,25.6,0,1,Tuesday,1,0,No Promotion
2024-01-10,Electronics,Mumbai,15,250.48,3757.2,12,40.5,0,1,Wednesday,2,0,No Promotion
2024-01-10,Clothing,Mumbai,32,46.15,1476.8,16,45.9,0,1,Wednesday,2,0,No Promotion
2024-01-10,Groceries,Bengaluru,101,11.21,1132.21,82,49.6,0,1,Wednesday,2,0,No Promotion
2024-01-10,Furniture,Delhi,7,387.19,2710.33,4,37.5,0,1,Wednesday,2,0,No Promotion
2024-01-10,Toys,Bengaluru,18,29.6,532.8000000000001,10,46.9,0,1,Wednesday,2,0,No Promotion
2024-01-11,Electronics,Bengaluru,20,243.06,4861.2,10,16.8,0,1,Thursday,3,0,No Promotion
2024-01-11,Clothing,Hyderabad,41,46.51,1906.9099999999999,25,37.2,0,1,Thursday,3,0,No Promotion
2024-01-11,Groceries,Mumbai,99,12.03,1190.97,47,40.6,0,1,Thursday,3,0,No Promotion
2024-01-11,Furniture,Delhi,3,410.45,1231.35,2,35.7,0,1,Thursday,3,0,No Promotion
2024-01-11,Toys,Delhi,17,29.9,508.29999999999995,8,31.1,0,1,Thursday,3,0,No Promotion
2024-01-12,Electronics,Delhi,11,247.06,2717.66,5,43.8,0,1,Friday,4,0,No Promotion
2024-01-12,Clothing,Bengaluru,33,48.43,1598.19,26,41.0,0,1,Friday,4,0,No Promotion
2024-01-12,Groceries,Bengaluru,105,11.4,1197.0,44,55.2,0,1,Friday,4,0,No Promotion
2024-01-12,Furniture,Delhi,4,360.15,1440.6,3,22.5,0,1,Friday,4,0,No Promotion
2024-01-12,Toys,Delhi,22,31.62,695.64,9,37.6,0,1,Friday,4,0,No Promotion
2024-01-13,Electronics,Hyderabad,23,242.59,5579.57,18,28.5,0,1,Saturday,5,1,No Promotion
2024-01-13,Clothing,Bengaluru,53,42.88,2272.6400000000003,30,30.0,0,1,Saturday,5,1,No Promotion
2024-01-13,Groceries,Chennai,132,12.13,1601.16,88,32.0,0,1,Saturday,5,1,No Promotion
2024-01-13,Furniture,Chennai,6,389.57,2337.42,3,40.9,0,1,Saturday,5,1,No Promotion
2024-01-13,Toys,Chennai,22,30.58,672.76,9,20.9,0,1,Saturday,5,1,No Promotion
2024-01-14,Electronics,Hyderabad,14,245.36,3435.04,12,41.4,0,1,Sunday,6,1,No Promotion
2024-01-14,Clothing,Mumbai,55,43.25,2378.75,31,34.4,0,1,Sunday,6,1,No Promotion
2024-01-14,Groceries,Chennai,111,11.31,1255.41,48,45.6,0,1,Sunday,6,1,No Promotion
2024-01-14,Furniture,Delhi,6,389.78,2338.68,3,31.1,0,1,Sunday,6,1,No Promotion
2024-01-14,Toys,Hyderabad,18,31.19,561.4200000000001,14,37.2,0,1,Sunday,6,1,No Promotion
2024-01-15,Electronics,Bengaluru,14,252.19,3530.66,9,31.2,1,1,Monday,0,0,Promotion
2024-01-15,Clothing,Chennai,44,42.91,1888.04,26,39.6,1,1,Monday,0,0,Promotion
2024-01-15,Groceries,Bengaluru,111,12.36,1371.96,80,31.2,1,1,Monday,0,0,Promotion
2024-01-15,Furniture,Chennai,14,376.67,5273.38,6,28.5,1,1,Monday,0,0,Promotion
2024-01-15,Toys,Hyderabad,24,29.43,706.3199999999999,11,22.5,1,1,Monday,0,0,Promotion
2024-01-16,Electronics,Bengaluru,12,244.26,2931.12,6,29.6,0,1,Tuesday,1,0,No Promotion
2024-01-16,Clothing,Bengaluru,30,42.69,1280.6999999999998,22,34.5,0,1,Tuesday,1,0,No Promotion
2024-01-16,Groceries,Mumbai,84,11.61,975.24,45,43.5,0,1,Tuesday,1,0,No Promotion
2024-01-16,Furniture,Bengaluru,9,365.18,3286.62,4,32.7,0,1,Tuesday,1,0,No Promotion
2024-01-16,Toys,Bengaluru,22,30.9,679.8,13,24.1,0,1,Tuesday,1,0,No Promotion
2024-01-17,Electronics,Mumbai,18,238.67,4296.0599999999995,11,17.8,0,1,Wednesday,2,0,No Promotion
2024-01-17,Clothing,Chennai,24,44.87,1076.8799999999999,10,19.8,0,1,Wednesday,2,0,No Promotion
2024-01-17,Groceries,Mumbai,87,11.32,984.84,45,26.9,0,1,Wednesday,2,0,No Promotion
2024-01-17,Furniture,Mumbai,3,388.22,1164.66,1,18.8,0,1,Wednesday,2,0,No Promotion
2024-01-17,Toys,Hyderabad,13,32.79,426.27,5,37.4,0,1,Wednesday,2,0,No Promotion
2024-01-18,Electronics,Delhi,21,237.01,4977.21,17,24.9,0,1,Thursday,3,0,No Promotion
2024-01-18,Clothing,Hyderabad,31,46.85,1452.3500000000001,14,21.1,0,1,Thursday,3,0,No Promotion
2024-01-18,Groceries,Chennai,111,12.32,1367.52,80,45.4,0,1,Thursday,3,0,No Promotion
2024-01-18,Furniture,Bengaluru,4,351.38,1405.52,2,48.9,0,1,Thursday,3,0,No Promotion
2024-01-18,Toys,Bengaluru,18,27.16,488.88,9,34.7,0,1,Thursday,3,0,No Promotion
2024-01-19,Electronics,Mumbai,12,249.17,2990.04,6,47.9,0,1,Friday,4,0,No Promotion
2024-01-19,Clothing,Hyderabad,31,44.85,1390.3500000000001,26,27.6,0,1,Friday,4,0,No Promotion
2024-01-19,Groceries,Chennai,99,12.36,1223.6399999999999,77,34.5,0,1,Friday,4,0,No Promotion
2024-01-19,Furniture,Chennai,2,375.49,750.98,1,37.3,0,1,Friday,4,0,No Promotion
2024-01-19,Toys,Mumbai,17,30.1,511.70000000000005,10,28.8,0,1,Friday,4,0,No Promotion
2024-01-20,Electronics,Mumbai,20,248.02,4960.400000000001,15,34.75,0,1,Saturday,5,1,No Promotion
2024-01-20,Clothing,Hyderabad,37,43.76,1619.12,28,23.0,0,1,Saturday,5,1,No Promotion
2024-01-20,Groceries,Mumbai,130,11.74,1526.2,96,18.4,0,1,Saturday,5,1,No Promotion
2024-01-20,Furniture,Delhi,8,385.38,3083.04,6,28.5,0,1,Saturday,5,1,No Promotion
2024-01-20,Toys,Hyderabad,30,30.31,909.3,15,40.4,0,1,Saturday,5,1,No Promotion
2024-01-21,Electronics,Hyderabad,22,230.53,5071.66,14,33.5,0,1,Sunday,6,1,No Promotion
2024-01-21,Clothing,Hyderabad,40,42.08,1683.1999999999998,20,47.7,0,1,Sunday,6,1,No Promotion
2024-01-21,Groceries,Delhi,124,13.05,1618.2,79,34.0,0,1,Sunday,6,1,No Promotion
2024-01-21,Furniture,Mumbai,3,388.08,1164.24,1,36.1,0,1,Sunday,6,1,No Promotion
2024-01-21,Toys,Hyderabad,28,29.92,837.76,21,40.8,0,1,Sunday,6,1,No Promotion
2024-01-22,Electronics,Bengaluru,16,237.47,3799.52,7,40.8,0,1,Monday,0,0,No Promotion
2024-01-22,Clothing,Mumbai,35,41.18,1441.3,27,29.0,0,1,Monday,0,0,No Promotion
2024-01-22,Groceries,Chennai,74,12.54,927.9599999999999,50,29.0,0,1,Monday,0,0,No Promotion
2024-01-22,Furniture,Bengaluru,7,327.55,2292.85,4,40.4,0,1,Monday,0,0,No Promotion
2024-01-22,Toys,Bengaluru,29,30.47,883.63,13,42.9,0,1,Monday,0,0,No Promotion
2024-01-23,Electronics,Hyderabad,18,274.47,4940.460000000001,12,34.5,0,1,Tuesday,1,0,No Promotion
2024-01-23,Clothing,Chennai,40,48.31,1932.4,19,33.1,0,1,Tuesday,1,0,No Promotion
2024-01-23,Groceries,Bengaluru,103,12.63,1300.89,74,25.8,0,1,Tuesday,1,0,No Promotion
2024-01-23,Furniture,Delhi,0,399.73,0.0,1,39.9,0,1,Tuesday,1,0,No Promotion
2024-01-23,Toys,Chennai,23,29.64,681.72,17,25.9,0,1,Tuesday,1,0,No Promotion
2024-01-24,Electronics,Bengaluru,16,253.25,4052.0,8,35.7,0,1,Wednesday,2,0,No Promotion
2024-01-24,Clothing,Bengaluru,36,43.58,1568.8799999999999,30,47.1,0,1,Wednesday,2,0,No Promotion
2024-01-24,Groceries,Hyderabad,128,12.13,1552.64,79,33.8,0,1,Wednesday,2,0,No Promotion
2024-01-24,Furniture,Chennai,5,388.58,1942.8999999999999,3,18.5,0,1,Wednesday,2,0,No Promotion
2024-01-24,Toys,Hyderabad,21,29.79,625.59,16,41.2,0,1,Wednesday,2,0,No Promotion
2024-01-25,Electronics,Chennai,14,245.48,3436.72,9,46.3,0,1,Thursday,3,0,No Promotion
2024-01-25,Clothing,Chennai,30,44.5,1335.0,22,19.0,0,1,Thursday,3,0,No Promotion
2024-01-25,Groceries,Hyderabad,89,13.52,1203.28,40,33.9,0,1,Thursday,3,0,No Promotion
2024-01-25,Furniture,Bengaluru,6,373.04,2238.2400000000002,4,39.9,0,1,Thursday,3,0,No Promotion
2024-01-25,Toys,Chennai,22,32.89,723.58,10,40.7,0,1,Thursday,3,0,No Promotion
2024-01-26,Electronics,Mumbai,16,247.57,3961.12,14,41.8,0,1,Friday,4,0,No Promotion
2024-01-26,Clothing,Mumbai,28,45.83,1283.24,23,31.7,0,1,Friday,4,0,No Promotion
2024-01-26,Groceries,Bengaluru,92,12.73,1171.16,71,46.1,0,1,Friday,4,0,No Promotion
2024-01-26,Furniture,Hyderabad,6,345.75,2074.5,3,22.9,0,1,Friday,4,0,No Promotion
2024-01-26,Toys,Chennai,16,30.51,488.16,9,38.0,0,1,Friday,4,0,No Promotion
2024-01-27,Electronics,Hyderabad,18,243.25,4378.5,15,18.2,0,1,Saturday,5,1,No Promotion
2024-01-27,Clothing,Mumbai,58,47.97,2782.2599999999998,39,28.2,0,1,Saturday,5,1,No Promotion
2024-01-27,Groceries,Hyderabad,151,11.96,1805.96,91,35.9,0,1,Saturday,5,1,No Promotion
2024-01-27,Furniture,Bengaluru,3,372.9,1118.6999999999998,1,34.3,0,1,Saturday,5,1,No Promotion
2024-01-27,Toys,Bengaluru,28,31.06,869.68,12,32.9,0,1,Saturday,5,1,No Promotion
2024-01-28,Electronics,Chennai,24,241.53,5796.72,19,29.8,0,1,Sunday,6,1,No Promotion
2024-01-28,Clothing,Delhi,45,43.49,1957.0500000000002,19,41.6,0,1,Sunday,6,1,No Promotion
2024-01-28,Groceries,Hyderabad,146,12.45,1817.6999999999998,84,28.3,0,1,Sunday,6,1,No Promotion
2024-01-28,Furniture,Delhi,4,340.54,1362.16,3,20.0,0,1,Sunday,6,1,No Promotion
2024-01-28,Toys,Bengaluru,29,32.38,939.0200000000001,20,19.7,0,1,Sunday,6,1,No Promotion
2024-01-29,Electronics,Bengaluru,10,255.44,2554.4,6,15.2,0,1,Monday,0,0,No Promotion
2024-01-29,Clothing,Bengaluru,35,45.24,1583.4,30,35.4,0,1,Monday,0,0,No Promotion
2024-01-29,Groceries,Bengaluru,120,12.24,1468.8,84,20.4,0,1,Monday,0,0,No Promotion
2024-01-29,Furniture,Delhi,6,354.18,2125.08,4,36.0,0,1,Monday,0,0,No Promotion
2024-01-29,Toys,Bengaluru,13,29.58,384.53999999999996,6,27.8,0,1,Monday,0,0,No Promotion
2024-01-30,Electronics,Chennai,20,249.52,4990.400000000001,13,60.7,1,1,Tuesday,1,0,Promotion
2024-01-30,Clothing,Delhi,39,43.11,1681.29,32,23.5,1,1,Tuesday,1,0,Promotion
2024-01-30,Groceries,Delhi,136,11.43,1554.48,91,14.0,1,1,Tuesday,1,0,Promotion
2024-01-30,Furniture,Delhi,5,382.82,1914.1,3,17.3,1,1,Tuesday,1,0,Promotion
2024-01-30,Toys,Chennai,33,29.88,986.04,29,41.3,1,1,Tuesday,1,0,Promotion
2024-01-31,Electronics,Hyderabad,16,268.1,4289.6,14,46.6,1,1,Wednesday,2,0,Promotion
2024-01-31,Clothing,Bengaluru,50,44.65,2232.5,35,42.7,1,1,Wednesday,2,0,Promotion
2024-01-31,Groceries,Hyderabad,131,12.2,1598.1999999999998,85,30.1,1,1,Wednesday,2,0,Promotion
2024-01-31,Furniture,Delhi,7,382.08,2674.56,6,38.2,1,1,Wednesday,2,0,Promotion
2024-01-31,Toys,Bengaluru,29,31.3,907.7,24,42.7,1,1,Wednesday,2,0,Promotion
2024-02-01,Electronics,Chennai,19,248.61,4723.59,10,42.4,0,2,Thursday,3,0,No Promotion
2024-02-01,Clothing,Delhi,39,44.37,1730.4299999999998,35,33.7,0,2,Thursday,3,0,No Promotion
2024-02-01,Groceries,Mumbai,124,11.42,1416.08,56,41.6,0,2,Thursday,3,0,No Promotion
2024-02-01,Furniture,Hyderabad,6,359.86,2159.16,2,58.1,0,2,Thursday,3,0,No Promotion
2024-02-01,Toys,Hyderabad,27,30.18,814.86,24,50.5,0,2,Thursday,3,0,No Promotion
2024-02-02,Electronics,Chennai,20,267.61,5352.200000000001,8,28.3,0,2,Friday,4,0,No Promotion
2024-02-02,Clothing,Delhi,44,46.1,2028.4,38,13.7,0,2,Friday,4,0,No Promotion
2024-02-02,Groceries,Hyderabad,137,12.09,1656.33,76,45.4,0,2,Friday,4,0,No Promotion
2024-02-02,Furniture,Hyderabad,5,402.59,2012.9499999999998,3,46.9,0,2,Friday,4,0,No Promotion
2024-02-02,Toys,Hyderabad,20,31.89,637.8,18,22.0,0,2,Friday,4,0,No Promotion
2024-02-03,Electronics,Mumbai,25,255.08,6377.0,15,28.6,0,2,Saturday,5,1,No Promotion
2024-02-03,Clothing,Hyderabad,53,43.79,2320.87,29,35.0,0,2,Saturday,5,1,No Promotion
2024-02-03,Groceries,Bengaluru,140,12.67,1773.8,59,43.9,0,2,Saturday,5,1,No Promotion
2024-02-03,Furniture,Bengaluru,10,423.15,4231.5,7,43.1,0,2,Saturday,5,1,No Promotion
2024-02-03,Toys,Delhi,44,27.07,1191.08,18,41.6,0,2,Saturday,5,1,No Promotion
2024-02-04,Electronics,Bengaluru,25,255.69,6392.25,21,34.2,0,2,Sunday,6,1,No Promotion
2024-02-04,Clothing,Chennai,39,42.67,1664.13,16,32.7,0,2,Sunday,6,1,No Promotion
2024-02-04,Groceries,Delhi,137,11.45,1568.6499999999999,99,19.3,0,2,Sunday,6,1,No Promotion
2024-02-04,Furniture,Hyderabad,11,377.31,4150.41,7,35.2,0,2,Sunday,6,1,No Promotion
2024-02-04,Toys,Delhi,33,31.59,1042.47,25,32.6,0,2,Sunday,6,1,No Promotion
2024-02-05,Electronics,Delhi,19,244.99,4654.81,11,26.7,0,2,Monday,0,0,No Promotion
2024-02-05,Clothing,Hyderabad,43,44.05,1894.1499999999999,25,38.7,0,2,Monday,0,0,No Promotion
2024-02-05,Groceries,Delhi,134,11.77,1577.1799999999998,81,35.6,0,2,Monday,0,0,No Promotion
2024-02-05,Furniture,Delhi,5,345.64,1728.1999999999998,4,12.8,0,2,Monday,0,0,No Promotion
2024-02-05,Toys,Mumbai,21,29.67,623.07,16,20.7,0,2,Monday,0,0,No Promotion
2024-02-06,Electronics,Bengaluru,15,237.91,3568.65,12,24.4,1,2,Tuesday,1,0,Promotion
2024-02-06,Clothing,Hyderabad,47,44.28,2081.16,24,40.7,1,2,Tuesday,1,0,Promotion
2024-02-06,Groceries,Delhi,200,12.07,2414.0,159,40.8,1,2,Tuesday,1,0,Promotion
2024-02-06,Furniture,Chennai,9,413.08,3717.72,4,32.0,1,2,Tuesday,1,0,Promotion
2024-02-06,Toys,Hyderabad,37,28.81,1065.97,19,21.2,1,2,Tuesday,1,0,Promotion
2024-02-07,Electronics,Bengaluru,17,239.08,4064.36,7,45.0,0,2,Wednesday,2,0,No Promotion
2024-02-07,Clothing,Mumbai,35,46.99,1644.65,14,31.3,0,2,Wednesday,2,0,No Promotion
2024-02-07,Groceries,Hyderabad,97,10.66,1034.02,83,28.7,0,2,Wednesday,2,0,No Promotion
2024-02-07,Furniture,Chennai,12,402.29,4827.4800000000005,6,43.7,0,2,Wednesday,2,0,No Promotion
2024-02-07,Toys,Hyderabad,20,29.84,596.8,12,49.7,0,2,Wednesday,2,0,No Promotion
2024-02-08,Electronics,Delhi,21,247.16,5190.36,10,37.7,1,2,Thursday,3,0,Promotion
2024-02-08,Clothing,Hyderabad,56,45.0,2520.0,32,36.3,1,2,Thursday,3,0,Promotion
2024-02-08,Groceries,Bengaluru,166,11.62,1928.9199999999998,78,38.5,1,2,Thursday,3,0,Promotion
2024-02-08,Furniture,Mumbai,17,352.21,5987.57,8,60.1,1,2,Thursday,3,0,Promotion
2024-02-08,Toys,Mumbai,38,29.69,1128.22,16,32.9,1,2,Thursday,3,0,Promotion
2024-02-09,Electronics,Chennai,16,234.97,3759.52,8,26.1,0,2,Friday,4,0,No Promotion
2024-02-09,Clothing,Delhi,43,45.82,1970.26,19,38.6,0,2,Friday,4,0,No Promotion
2024-02-09,Groceries,Bengaluru,119,12.46,1482.74,97,48.4,0,2,Friday,4,0,No Promotion
2024-02-09,Furniture,Bengaluru,4,370.71,1482.84,2,36.6,0,2,Friday,4,0,No Promotion
2024-02-09,Toys,Bengaluru,27,26.59,717.93,16,14.9,0,2,Friday,4,0,No Promotion
2024-02-10,Electronics,Bengaluru,28,233.28,6531.84,16,52.8,0,2,Saturday,5,1,No Promotion
2024-02-10,Clothing,Delhi,54,50.52,2728.0800000000004,28,36.4,0,2,Saturday,5,1,No Promotion
2024-02-10,Groceries,Delhi,161,11.63,1872.43,66,35.5,0,2,Saturday,5,1,No Promotion
2024-02-10,Furniture,Delhi,8,424.48,3395.84,6,20.2,0,2,Saturday,5,1,No Promotion
2024-02-10,Toys,Delhi,28,29.75,833.0,12,45.5,0,2,Saturday,5,1,No Promotion
2024-02-11,Electronics,Mumbai,16,256.71,4107.36,9,24.8,0,2,Sunday,6,1,No Promotion
2024-02-11,Clothing,Mumbai,49,46.13,2260.3700000000003,32,32.5,0,2,Sunday,6,1,No Promotion
2024-02-11,Groceries,Mumbai,136,10.69,1453.84,90,37.2,0,2,Sunday,6,1,No Promotion
2024-02-11,Furniture,Hyderabad,5,378.84,1894.1999999999998,5,34.2,0,2,Sunday,6,1,No Promotion
2024-02-11,Toys,Hyderabad,29,29.18,846.22,12,41.4,0,2,Sunday,6,1,No Promotion
2024-02-12,Electronics,Chennai,20,264.67,5293.400000000001,16,48.9,0,2,Monday,0,0,No Promotion
2024-02-12,Clothing,Mumbai,42,41.93,1761.06,23,29.7,0,2,Monday,0,0,No Promotion
2024-02-12,Groceries,Delhi,111,11.47,1273.17,87,43.9,0,2,Monday,0,0,No Promotion
2024-02-12,Furniture,Mumbai,5,364.22,1821.1000000000001,2,32.5,0,2,Monday,0,0,No Promotion
2024-02-12,Toys,Hyderabad,33,29.95,988.35,15,26.4,0,2,Monday,0,0,No Promotion
2024-02-13,Electronics,Chennai,29,231.0,6699.0,16,47.6,1,2,Tuesday,1,0,Promotion
2024-02-13,Clothing,Delhi,51,44.24,2256.2400000000002,27,41.4,1,2,Tuesday,1,0,Promotion
2024-02-13,Groceries,Hyderabad,192,12.82,2461.44,92,19.7,1,2,Tuesday,1,0,Promotion
2024-02-13,Furniture,Chennai,9,372.72,3354.4800000000005,5,31.4,1,2,Tuesday,1,0,Promotion
2024-02-13,Toys,Chennai,42,30.33,1273.86,20,45.6,1,2,Tuesday,1,0,Promotion
2024-02-14,Electronics,Bengaluru,11,244.29,2687.19,8,37.0,0,2,Wednesday,2,0,No Promotion
2024-02-14,Clothing,Bengaluru,35,49.56,1734.6000000000001,22,22.7,0,2,Wednesday,2,0,No Promotion
2024-02-14,Groceries,Chennai,127,11.58,1470.66,74,30.1,0,2,Wednesday,2,0,No Promotion
2024-02-14,Furniture,Hyderabad,9,367.96,3311.64,4,34.1,0,2,Wednesday,2,0,No Promotion
2024-02-14,Toys,Delhi,32,32.08,1026.56,22,33.7,0,2,Wednesday,2,0,No Promotion
2024-02-15,Electronics,Chennai,22,242.5,5335.0,11,40.1,0,2,Thursday,3,0,No Promotion
2024-02-15,Clothing,Delhi,48,45.94,2205.12,25,50.2,0,2,Thursday,3,0,No Promotion
2024-02-15,Groceries,Bengaluru,97,11.14,1080.5800000000002,45,26.5,0,2,Thursday,3,0,No Promotion
2024-02-15,Furniture,Mumbai,9,412.59,3713.31,4,34.0,0,2,Thursday,3,0,No Promotion
2024-02-15,Toys,Mumbai,26,29.2,759.1999999999999,16,51.1,0,2,Thursday,3,0,No Promotion
2024-02-16,Electronics,Mumbai,16,252.34,4037.44,8,34.4,0,2,Friday,4,0,No Promotion
2024-02-16,Clothing,Chennai,36,43.64,1571.04,19,36.8,0,2,Friday,4,0,No Promotion
2024-02-16,Groceries,Chennai,82,12.13,994.6600000000001,68,37.9,0,2,Friday,4,0,No Promotion
2024-02-16,Furniture,Hyderabad,9,414.33,3728.97,7,32.8,0,2,Friday,4,0,No Promotion
2024-02-16,Toys,Hyderabad,23,34.05,783.15,18,47.6,0,2,Friday,4,0,No Promotion
2024-02-17,Electronics,Delhi,23,247.37,5689.51,18,43.8,0,2,Saturday,5,1,No Promotion
2024-02-17,Clothing,Hyderabad,55,43.29,2380.95,26,35.6,0,2,Saturday,5,1,No Promotion
2024-02-17,Groceries,Delhi,125,11.71,1463.75,54,21.5,0,2,Saturday,5,1,No Promotion
2024-02-17,Furniture,Mumbai,7,387.75,2714.25,4,20.0,0,2,Saturday,5,1,No Promotion
2024-02-17,Toys,Hyderabad,35,29.51,1032.8500000000001,17,31.6,0,2,Saturday,5,1,No Promotion
2024-02-18,Electronics,Delhi,20,253.82,5076.4,11,25.1,0,2,Sunday,6,1,No Promotion
2024-02-18,Clothing,Bengaluru,53,46.4,2459.2,30,17.2,0,2,Sunday,6,1,No Promotion
2024-02-18,Groceries,Bengaluru,148,11.66,1725.68,65,32.2,0,2,Sunday,6,1,No Promotion
2024-02-18,Furniture,Mumbai,3,429.65,1288.9499999999998,1,44.6,0,2,Sunday,6,1,No Promotion
2024-02-18,Toys,Hyderabad,40,30.22,1208.8,25,41.3,0,2,Sunday,6,1,No Promotion
2024-02-19,Electronics,Mumbai,27,272.73,7363.710000000001,13,49.7,0,2,Monday,0,0,No Promotion
2024-02-19,Clothing,Mumbai,53,44.95,2382.3500000000004,43,33.2,0,2,Monday,0,0,No Promotion
2024-02-19,Groceries,Hyderabad,98,11.41,1118.18,54,33.9,0,2,Monday,0,0,No Promotion
2024-02-19,Furniture,Mumbai,11,379.15,4170.65,8,27.2,0,2,Monday,0,0,No Promotion
2024-02-19,Toys,Delhi,25,29.58,739.5,10,36.2,0,2,Monday,0,0,No Promotion
2024-02-20,Electronics,Chennai,17,238.78,4059.26,12,22.6,0,2,Tuesday,1,0,No Promotion
2024-02-20,Clothing,Mumbai,54,43.39,2343.06,29,51.3,0,2,Tuesday,1,0,No Promotion
2024-02-20,Groceries,Hyderabad,132,12.48,1647.3600000000001,100,37.8,0,2,Tuesday,1,0,No Promotion
